基準日,順位,コード,企業名,PBR
2025-10-31,7,80010,伊藤忠商事,0.45124340206209496
2025-10-31,8,41880,三菱ケミカルグループ,0.5083214654488268
2025-10-31,9,95020,中部電力,0.544986682952369
2025-10-31,10,54060,神戸製鋼所,0.5908620402952003
2025-11-28,1,72010,日産自動車,0.27623117532167674
2025-11-28,2,61780,日本郵政,0.2854886550064449
2025-11-28,3,99840,ソフトバンクグループ,0.3667393989545102
2025-11-28,4,95130,電源開発,0.39362465609369446
2025-11-28,5,72610,マツダ,0.4106339479588338
2025-11-28,6,95010,東京電力ホールディングス,0.4219043035103047
2025-11-28,7,71810,かんぽ生命保険,0.4251512456091967
2025-11-28,8,80010,伊藤忠商事,0.44765154874135615
2025-11-28,9,54110,ＪＦＥホールディングス,0.4766981360619878
2025-11-28,10,95060,東北電力,0.5298344320310178
2025-12-30,1,72010,日産自動車,0.28047314287607
2025-12-30,2,61780,日本郵政,0.3069700489173533
2025-12-30,3,95010,東京電力ホールディングス,0.3497070601479486
2025-12-30,4,72610,マツダ,0.43793769253002485
2025-12-30,5,71810,かんぽ生命保険,0.46106160398401264
2025-12-30,6,54110,ＪＦＥホールディングス,0.4972347398348933
2025-12-30,7,95060,東北電力,0.530524620175218
2025-12-30,8,41880,三菱ケミカルグループ,0.5770561630470431
2025-12-30,9,54010,日本製鉄,0.6088119875667278
2025-12-30,10,95020,中部電力,0.6128241861450415
